,name,applied,year,household_income,number_adults,number_children,additional_expenses,employment,divorce,medical,education,immigration,housing,total_circumstances,single,family,family_base_income,circumstance_cost_text,circumstance_cost,single_cost_text,single_cost,extra_cost,family_need_income,disposable_income,disposable_unit_text,disposable_unit,family_disposable_unit,percent_eligible,combination
762,ss,yes,2022,70000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-22117.33,mid,6500.0,9750.0,90,5
763,rr,yes,2022,70000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-63771.67,mid,6500.0,16250.0,90,5
764,oo,yes,2022,70000,2,1,we pay to travel to another country each year to support family,0,0,0,0,1,0,1,0,0,92084.0,low,3000.0,whole,0.0,3000.0,95084.0,-25084.0,mid,6500.0,13000.0,90,5
765,qq,yes,2022,70000,3,1,currently getting divorced,0,0,0,0,0,1,1,0,0,99755.33,low,3000.0,whole,0.0,3000.0,102755.33,-32755.33,mid,6500.0,16250.0,90,5
766,t,yes,2022,75000,1,1,we are supporting some fmaily members who are overseas,0,0,0,0,1,0,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-20117.33,mid,6500.0,9750.0,90,5
767,uu,yes,2022,75000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-58771.67,mid,6500.0,16250.0,90,5
768,vv,yes,2022,75000,3,1,my parents lost housing and moved in with us,0,0,0,0,0,1,1,0,0,99755.33,low,3000.0,whole,0.0,3000.0,102755.33,-27755.33,mid,6500.0,16250.0,90,5
769,xx,yes,2022,80000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-12117.33,mid,6500.0,9750.0,90,5
770,aaa,yes,2022,80000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-53771.67,mid,6500.0,16250.0,90,5
771,bbb,yes,2022,80000,1,2,one child has special needs,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-53771.67,mid,6500.0,16250.0,90,5
772,yy,yes,2022,80000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,low,3000.0,whole,0.0,0.0,92084.0,-12084.0,mid,6500.0,13000.0,90,5
773,ccc,yes,2022,80000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,low,3000.0,whole,0.0,0.0,159983.33,-79983.33,mid,6500.0,26000.0,90,5
774,zz,yes,2022,80000,3,1,currently getting divorced,0,0,0,0,0,1,1,0,0,99755.33,low,3000.0,whole,0.0,3000.0,102755.33,-22755.33,mid,6500.0,16250.0,90,5
775,ggg,yes,2022,85000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-7117.33,mid,6500.0,9750.0,90,5
776,hhh,yes,2022,85000,2,1,housing,0,0,0,0,0,1,1,0,0,92084.0,low,3000.0,whole,0.0,3000.0,95084.0,-10084.0,mid,6500.0,13000.0,90,5
777,ddd,yes,2022,85000,2,2,going through a separation,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-41033.67,mid,6500.0,19500.0,90,5
778,fff,yes,2022,85000,2,3,we have one child in college and a sick grandmother,0,0,1,1,0,0,2,0,0,159983.33,low,3000.0,whole,0.0,6000.0,165983.33,-80983.33,mid,6500.0,26000.0,90,5
779,eee,yes,2022,85000,5,2,caring for grandparents,0,0,0,0,0,1,1,0,1,149047.67,low,3000.0,whole,0.0,3000.0,152047.67,-67047.67,mid,6500.0,29250.0,90,5
780,iii,yes,2022,90000,1,1,"education, immigration",0,0,0,1,1,0,2,1,0,84412.67,low,3000.0,whole,7704.666666666671,13704.67,98117.33,-8117.33,mid,6500.0,9750.0,90,5
781,jjj,yes,2022,90000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-2117.33,mid,6500.0,9750.0,90,5
782,nnn,yes,2022,90000,1,3,none,0,0,0,0,0,0,0,1,0,152312.0,low,3000.0,whole,23114.00000000001,23114.0,175426.0,-85426.0,mid,6500.0,22750.0,90,5
783,kkk,yes,2022,90000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,low,3000.0,whole,0.0,0.0,92084.0,-2084.0,mid,6500.0,13000.0,90,5
784,lll,yes,2022,90000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-36033.67,mid,6500.0,19500.0,90,5
785,mmm,yes,2022,90000,2,3,mom is in college and one child is in a special ed private school,0,0,0,1,0,0,1,0,0,159983.33,low,3000.0,whole,0.0,3000.0,162983.33,-72983.33,mid,6500.0,26000.0,90,5
786,ooo,yes,2022,90000,3,1,none,0,0,0,0,0,0,0,0,0,99755.33,low,3000.0,whole,0.0,0.0,99755.33,-9755.33,mid,6500.0,16250.0,90,5
787,ppp,yes,2022,90000,4,2,none,0,0,0,0,0,0,0,0,0,141376.33,low,3000.0,whole,0.0,0.0,141376.33,-51376.33,mid,6500.0,26000.0,90,5
788,qqq,yes,2022,100000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,7882.67,mid,6500.0,9750.0,80,5
789,rrr,yes,2022,100000,3,3,my mom lives with us and goes to the hospital a lot,0,0,0,0,0,0,0,0,0,167654.67,low,3000.0,whole,0.0,0.0,167654.67,-67654.67,mid,6500.0,29250.0,90,5
790,sss,yes,2022,110000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,17882.67,mid,6500.0,9750.0,50,5
791,ttt,yes,2022,110000,1,1,"education, medical, housing",0,0,1,1,0,1,3,1,0,84412.67,low,3000.0,whole,7704.666666666671,16704.67,101117.33,8882.67,mid,6500.0,9750.0,80,5
792,vvv,yes,2022,110000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,17882.67,mid,6500.0,9750.0,50,5
793,www,yes,2022,110000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,low,3000.0,whole,0.0,0.0,92084.0,17916.0,mid,6500.0,13000.0,70,5
794,uuu,yes,2022,110000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-16033.67,mid,6500.0,19500.0,90,5
795,xxx,yes,2022,110000,3,2,none,0,0,0,0,0,0,0,0,0,133705.0,low,3000.0,whole,0.0,0.0,133705.0,-23705.0,mid,6500.0,22750.0,90,5
796,yyy,yes,2022,120000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-13771.67,mid,6500.0,16250.0,90,5
797,zzz,yes,2022,120000,2,4,none,0,0,0,0,0,0,0,0,0,193933.0,low,3000.0,whole,0.0,0.0,193933.0,-73933.0,mid,6500.0,32500.0,90,5
798,aaaa,yes,2022,120000,2,4,currently separating from my partner,0,0,0,0,0,1,1,0,0,193933.0,low,3000.0,whole,0.0,3000.0,196933.0,-76933.0,mid,6500.0,32500.0,90,5
799,bbbb,yes,2022,130000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,37882.67,mid,6500.0,9750.0,0,5
800,cccc,yes,2022,130000,2,2,"education, housing",0,0,0,1,0,1,2,0,0,126033.67,low,3000.0,whole,0.0,6000.0,132033.67,-2033.67,mid,6500.0,19500.0,90,5
801,dddd,yes,2022,140000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,47882.67,mid,6500.0,9750.0,0,5
802,eeee,yes,2022,140000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,6228.33,mid,6500.0,16250.0,80,5
803,ffff,yes,2022,140000,2,3,medical,0,0,1,0,0,0,1,0,0,159983.33,low,3000.0,whole,0.0,3000.0,162983.33,-22983.33,mid,6500.0,26000.0,90,5
804,gggg,yes,2022,150000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,57882.67,mid,6500.0,9750.0,0,5
805,hhhh,yes,2022,150000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,low,3000.0,whole,0.0,0.0,92084.0,57916.0,mid,6500.0,13000.0,0,5
806,iiii,yes,2022,150000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,low,3000.0,whole,0.0,0.0,159983.33,-9983.33,mid,6500.0,26000.0,90,5
807,kkkk,yes,2022,160000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,26228.33,mid,6500.0,16250.0,50,5
808,llll,yes,2022,160000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,low,3000.0,whole,0.0,0.0,159983.33,16.67,mid,6500.0,26000.0,80,5
809,mmmm,yes,2022,160000,2,4,none,0,0,0,0,0,0,0,0,0,193933.0,low,3000.0,whole,0.0,0.0,193933.0,-33933.0,mid,6500.0,32500.0,90,5
810,jjjj,yes,2022,160000,3,1,"immigration, housing, divorce",0,0,0,0,1,1,2,0,0,99755.33,low,3000.0,whole,0.0,6000.0,105755.33,54244.67,mid,6500.0,16250.0,0,5
811,nnnn,yes,2022,170000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,77882.67,mid,6500.0,9750.0,0,5
812,pppp,yes,2022,170000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,43966.33,mid,6500.0,19500.0,0,5
813,qqqq,yes,2022,170000,2,3,education,0,0,0,1,0,0,1,0,0,159983.33,low,3000.0,whole,0.0,3000.0,162983.33,7016.67,mid,6500.0,26000.0,80,5
814,oooo,yes,2022,170000,3,5,none,0,0,0,0,0,0,0,0,0,235554.0,low,3000.0,whole,0.0,0.0,235554.0,-65554.0,mid,6500.0,42250.0,90,5
815,tttt,yes,2022,180000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,87882.67,mid,6500.0,9750.0,0,5
816,ssss,yes,2022,180000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,53966.33,mid,6500.0,19500.0,0,5
817,rrrr,yes,2022,180000,3,4,none,0,0,0,0,0,0,0,0,0,201604.33,low,3000.0,whole,0.0,0.0,201604.33,-21604.33,mid,6500.0,35750.0,90,5
818,uuuu,yes,2022,190000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,63966.33,mid,6500.0,19500.0,0,5
819,vvvv,yes,2022,190000,2,4,"education, medical, housing",0,0,1,1,0,1,3,0,0,193933.0,low,3000.0,whole,0.0,9000.0,202933.0,-12933.0,mid,6500.0,32500.0,90,5
820,wwww,yes,2022,200000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,low,3000.0,whole,0.0,0.0,92084.0,107916.0,mid,6500.0,13000.0,0,5
821,xxxx,yes,2022,200000,3,2,none,0,0,0,0,0,0,0,0,0,133705.0,low,3000.0,whole,0.0,0.0,133705.0,66295.0,mid,6500.0,22750.0,0,5
822,yyyy,yes,2022,220000,2,4,we have two children in college,0,0,0,1,0,0,1,0,0,193933.0,low,3000.0,whole,0.0,3000.0,196933.0,23067.0,mid,6500.0,32500.0,80,5
823,zzzz,yes,2022,220000,4,3,none,0,0,0,0,0,0,0,0,0,175326.0,low,3000.0,whole,0.0,0.0,175326.0,44674.0,mid,6500.0,32500.0,70,5
824,a,yes,2022,0,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-92117.33,low,5000.0,7500.0,90,4
825,b,yes,2022,0,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-92117.33,low,5000.0,7500.0,90,4
826,d,yes,2022,0,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-126033.67,low,5000.0,15000.0,90,4
827,c,yes,2022,0,3,2,none,0,0,0,0,0,0,0,0,0,133705.0,low,3000.0,whole,0.0,0.0,133705.0,-133705.0,low,5000.0,17500.0,90,4
828,e,yes,2022,10000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-123771.67,low,5000.0,12500.0,90,4
829,f,yes,2022,15500,1,1,I have an injury that is keeping me from work,0,0,1,0,0,0,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-79617.33,low,5000.0,7500.0,90,4
830,g,yes,2022,26800,1,1,our housing costs have gone up substantially,0,0,0,0,0,1,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-68317.33,low,5000.0,7500.0,90,4
831,h,yes,2022,27000,12,3,none,0,0,0,0,0,0,0,0,0,236696.67,low,3000.0,whole,0.0,0.0,236696.67,-209696.67,low,5000.0,45000.0,90,4
832,i,yes,2022,30000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-96033.67,low,5000.0,15000.0,90,4
833,j,yes,2022,30000,3,1,none,0,0,0,0,0,0,0,0,0,99755.33,low,3000.0,whole,0.0,0.0,99755.33,-69755.33,low,5000.0,12500.0,90,4
834,k,yes,2022,35000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-57117.33,low,5000.0,7500.0,90,4
835,l,yes,2022,35000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-98771.67,low,5000.0,12500.0,90,4
836,m,yes,2022,40000,1,1,"I was unemployed for the first half of the year, we care for a family member out of state",1,0,0,0,0,0,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-55117.33,low,5000.0,7500.0,90,4
837,n,yes,2022,40000,1,1,"single parent, no child support",0,0,0,0,0,1,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-55117.33,low,5000.0,7500.0,90,4
838,o,yes,2022,40000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,low,3000.0,whole,0.0,0.0,92084.0,-52084.0,low,5000.0,10000.0,90,4
839,p,yes,2022,41000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-85033.67,low,5000.0,15000.0,90,4
840,r,yes,2022,45000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-47117.33,low,5000.0,7500.0,90,4
841,u,yes,2022,45000,1,1,sole provider for elderly mother as well as my child,0,0,0,0,0,0,0,1,2,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-47117.33,low,5000.0,7500.0,90,4
842,v,yes,2022,45000,1,2,we are paying for both the kids sports this summer,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-88771.67,low,5000.0,12500.0,90,4
843,q,yes,2022,45000,2,3,we recently moved while our home is being repaired,0,0,0,0,0,1,1,0,0,159983.33,low,3000.0,whole,0.0,3000.0,162983.33,-117983.33,low,5000.0,20000.0,90,4
844,s,yes,2022,45000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,low,3000.0,whole,0.0,0.0,159983.33,-114983.33,low,5000.0,20000.0,90,4
845,x,yes,2022,45000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,low,3000.0,whole,0.0,0.0,159983.33,-114983.33,low,5000.0,20000.0,90,4
846,t,yes,2022,45000,4,2,none,0,0,0,0,0,0,0,0,0,141376.33,low,3000.0,whole,0.0,0.0,141376.33,-96376.33,low,5000.0,20000.0,90,4
847,y,yes,2022,50000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-42117.33,low,5000.0,7500.0,90,4
848,bb,yes,2022,50000,1,2,"recently divorced, not sure what child support will look like",0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-83771.67,low,5000.0,12500.0,90,4
849,z,yes,2022,50000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-76033.67,low,5000.0,15000.0,90,4
850,aa,yes,2022,50000,3,4,none,0,0,0,0,0,0,0,0,0,201604.33,low,3000.0,whole,0.0,0.0,201604.33,-151604.33,low,5000.0,27500.0,90,4
851,cc,yes,2022,55000,1,1,lost my job of 18 years,1,0,0,0,0,0,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-40117.33,low,5000.0,7500.0,90,4
852,dd,yes,2022,55000,2,1,we pay to travel to another country each year to support family,0,0,0,0,1,0,1,0,0,92084.0,low,3000.0,whole,0.0,3000.0,95084.0,-40084.0,low,5000.0,10000.0,90,4
853,e,yes,2022,55000,2,2,"tuition, medical expenses, unemployment",1,0,1,1,0,0,3,0,0,126033.67,low,3000.0,whole,0.0,9000.0,135033.67,-80033.67,low,5000.0,15000.0,90,4
854,ii,yes,2022,60000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-32117.33,low,5000.0,7500.0,90,4
855,f,yes,2022,60000,2,2,mom is in doctoral program,0,0,0,1,0,0,1,0,0,126033.67,low,3000.0,whole,0.0,3000.0,129033.67,-69033.67,low,5000.0,15000.0,90,4
856,g,yes,2022,60000,3,3,one income household,0,0,0,0,0,0,0,0,0,167654.67,low,3000.0,whole,0.0,0.0,167654.67,-107654.67,low,5000.0,22500.0,90,4
857,h,yes,2022,60000,4,2,still paying student loans,0,0,0,1,0,0,1,0,0,141376.33,low,3000.0,whole,0.0,3000.0,144376.33,-84376.33,low,5000.0,20000.0,90,4
858,ll,yes,2022,65000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-27117.33,low,5000.0,7500.0,90,4
859,mm,yes,2022,65000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-27117.33,low,5000.0,7500.0,90,4
860,j,yes,2022,65000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-68771.67,low,5000.0,12500.0,90,4
861,k,yes,2022,65000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-61033.67,low,5000.0,15000.0,90,4
862,nn,yes,2022,70000,1,1,I am paying some big hospital bills,0,0,0,0,0,1,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-25117.33,low,5000.0,7500.0,90,4
863,mm,yes,2022,70000,1,1,we are supporting some fmaily members who are overseas,0,0,0,0,1,0,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-25117.33,low,5000.0,7500.0,90,4
864,pp,yes,2022,70000,1,1,my parents lost housing and moved in with us,0,0,0,0,0,1,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-25117.33,low,5000.0,7500.0,90,4
865,ss,yes,2022,70000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-22117.33,low,5000.0,7500.0,90,4
866,rr,yes,2022,70000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-63771.67,low,5000.0,12500.0,90,4
867,oo,yes,2022,70000,2,1,we pay to travel to another country each year to support family,0,0,0,0,1,0,1,0,0,92084.0,low,3000.0,whole,0.0,3000.0,95084.0,-25084.0,low,5000.0,10000.0,90,4
868,qq,yes,2022,70000,3,1,currently getting divorced,0,0,0,0,0,1,1,0,0,99755.33,low,3000.0,whole,0.0,3000.0,102755.33,-32755.33,low,5000.0,12500.0,90,4
869,t,yes,2022,75000,1,1,we are supporting some fmaily members who are overseas,0,0,0,0,1,0,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-20117.33,low,5000.0,7500.0,90,4
870,uu,yes,2022,75000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-58771.67,low,5000.0,12500.0,90,4
871,vv,yes,2022,75000,3,1,my parents lost housing and moved in with us,0,0,0,0,0,1,1,0,0,99755.33,low,3000.0,whole,0.0,3000.0,102755.33,-27755.33,low,5000.0,12500.0,90,4
872,xx,yes,2022,80000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-12117.33,low,5000.0,7500.0,90,4
873,aaa,yes,2022,80000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-53771.67,low,5000.0,12500.0,90,4
874,bbb,yes,2022,80000,1,2,one child has special needs,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-53771.67,low,5000.0,12500.0,90,4
875,yy,yes,2022,80000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,low,3000.0,whole,0.0,0.0,92084.0,-12084.0,low,5000.0,10000.0,90,4
876,ccc,yes,2022,80000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,low,3000.0,whole,0.0,0.0,159983.33,-79983.33,low,5000.0,20000.0,90,4
877,zz,yes,2022,80000,3,1,currently getting divorced,0,0,0,0,0,1,1,0,0,99755.33,low,3000.0,whole,0.0,3000.0,102755.33,-22755.33,low,5000.0,12500.0,90,4
878,ggg,yes,2022,85000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-7117.33,low,5000.0,7500.0,90,4
879,hhh,yes,2022,85000,2,1,housing,0,0,0,0,0,1,1,0,0,92084.0,low,3000.0,whole,0.0,3000.0,95084.0,-10084.0,low,5000.0,10000.0,90,4
880,ddd,yes,2022,85000,2,2,going through a separation,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-41033.67,low,5000.0,15000.0,90,4
881,fff,yes,2022,85000,2,3,we have one child in college and a sick grandmother,0,0,1,1,0,0,2,0,0,159983.33,low,3000.0,whole,0.0,6000.0,165983.33,-80983.33,low,5000.0,20000.0,90,4
882,eee,yes,2022,85000,5,2,caring for grandparents,0,0,0,0,0,1,1,0,1,149047.67,low,3000.0,whole,0.0,3000.0,152047.67,-67047.67,low,5000.0,22500.0,90,4
883,iii,yes,2022,90000,1,1,"education, immigration",0,0,0,1,1,0,2,1,0,84412.67,low,3000.0,whole,7704.666666666671,13704.67,98117.33,-8117.33,low,5000.0,7500.0,90,4
884,jjj,yes,2022,90000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-2117.33,low,5000.0,7500.0,90,4
885,nnn,yes,2022,90000,1,3,none,0,0,0,0,0,0,0,1,0,152312.0,low,3000.0,whole,23114.00000000001,23114.0,175426.0,-85426.0,low,5000.0,17500.0,90,4
886,kkk,yes,2022,90000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,low,3000.0,whole,0.0,0.0,92084.0,-2084.0,low,5000.0,10000.0,90,4
887,lll,yes,2022,90000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-36033.67,low,5000.0,15000.0,90,4
888,mmm,yes,2022,90000,2,3,mom is in college and one child is in a special ed private school,0,0,0,1,0,0,1,0,0,159983.33,low,3000.0,whole,0.0,3000.0,162983.33,-72983.33,low,5000.0,20000.0,90,4
889,ooo,yes,2022,90000,3,1,none,0,0,0,0,0,0,0,0,0,99755.33,low,3000.0,whole,0.0,0.0,99755.33,-9755.33,low,5000.0,12500.0,90,4
890,ppp,yes,2022,90000,4,2,none,0,0,0,0,0,0,0,0,0,141376.33,low,3000.0,whole,0.0,0.0,141376.33,-51376.33,low,5000.0,20000.0,90,4
891,qqq,yes,2022,100000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,7882.67,low,5000.0,7500.0,70,4
892,rrr,yes,2022,100000,3,3,my mom lives with us and goes to the hospital a lot,0,0,0,0,0,0,0,0,0,167654.67,low,3000.0,whole,0.0,0.0,167654.67,-67654.67,low,5000.0,22500.0,90,4
893,sss,yes,2022,110000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,17882.67,low,5000.0,7500.0,0,4
894,ttt,yes,2022,110000,1,1,"education, medical, housing",0,0,1,1,0,1,3,1,0,84412.67,low,3000.0,whole,7704.666666666671,16704.67,101117.33,8882.67,low,5000.0,7500.0,70,4
895,vvv,yes,2022,110000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,17882.67,low,5000.0,7500.0,0,4
896,www,yes,2022,110000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,low,3000.0,whole,0.0,0.0,92084.0,17916.0,low,5000.0,10000.0,50,4
897,uuu,yes,2022,110000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-16033.67,low,5000.0,15000.0,90,4
898,xxx,yes,2022,110000,3,2,none,0,0,0,0,0,0,0,0,0,133705.0,low,3000.0,whole,0.0,0.0,133705.0,-23705.0,low,5000.0,17500.0,90,4
899,yyy,yes,2022,120000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-13771.67,low,5000.0,12500.0,90,4
900,zzz,yes,2022,120000,2,4,none,0,0,0,0,0,0,0,0,0,193933.0,low,3000.0,whole,0.0,0.0,193933.0,-73933.0,low,5000.0,25000.0,90,4
901,aaaa,yes,2022,120000,2,4,currently separating from my partner,0,0,0,0,0,1,1,0,0,193933.0,low,3000.0,whole,0.0,3000.0,196933.0,-76933.0,low,5000.0,25000.0,90,4
902,bbbb,yes,2022,130000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,37882.67,low,5000.0,7500.0,0,4
903,cccc,yes,2022,130000,2,2,"education, housing",0,0,0,1,0,1,2,0,0,126033.67,low,3000.0,whole,0.0,6000.0,132033.67,-2033.67,low,5000.0,15000.0,90,4
904,dddd,yes,2022,140000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,47882.67,low,5000.0,7500.0,0,4
905,eeee,yes,2022,140000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,6228.33,low,5000.0,12500.0,80,4
906,ffff,yes,2022,140000,2,3,medical,0,0,1,0,0,0,1,0,0,159983.33,low,3000.0,whole,0.0,3000.0,162983.33,-22983.33,low,5000.0,20000.0,90,4
907,gggg,yes,2022,150000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,57882.67,low,5000.0,7500.0,0,4
